x y z
0.10717949 0.17538462 0.00000000
0.08282051 0.01948718 1.21355354
0.18025641 0.05358974 0.56835356
0.16564103 0.08769231 0.00000000
0.15102564 0.10717949 0.00000000
0.13641026 0.14615385 0.00000000
0.05358974 0.07794872 0.00000000
0.02435897 0.14128205 0.00000000
0.09743590 0.01948718 1.79897652
0.18025641 0.05846154 0.18637271
0.00974359 0.16076923 0.00000000
0.06820513 0.07307692 0.00000000
0.03897436 0.12179487 0.00000000
0.12179487 0.16076923 0.00000000
0.10717949 0.18025641 0.00000000
0.08282051 0.02435897 0.00000001
0.02435897 0.14615385 0.00000000
0.16564103 0.09256410 0.00000000
0.05358974 0.08282051 0.00000000
0.15102564 0.11205128 0.00000000
0.09743590 0.02435897 0.94100229
0.18025641 0.06333333 0.00001130
0.00974359 0.16564103 0.00000000
0.10717949 0.18512821 0.00000000
0.08282051 0.02923077 0.00000000
0.16564103 0.09743590 0.00000000
0.12179487 0.16564103 0.00000000
0.05358974 0.08769231 0.00000000
0.15102564 0.11692308 0.00000000
0.18025641 0.06820513 0.00000000
0.00974359 0.17051282 0.00000000
0.10717949 0.19000000 0.00000000
0.08282051 0.03410256 0.00000000
0.12179487 0.17051282 0.00000000
0.05358974 0.09256410 0.00000000
0.15102564 0.12179487 0.00000000
0.18025641 0.07307692 0.00000000
0.10717949 0.19487179 0.00000000
0.08282051 0.03897436 0.00000000
0.05358974 0.09743590 0.00000000
0.08282051 0.04384615 0.00000000
0.08282051 0.04871795 0.00000000
